1,16.96123323801975,5147225.877586541
2,0.21645426994872063,4349659.973806299
3,0.027963911784392392,4263949.790451825
4,0.00770785133566676,4243710.878386498
5,0.0029247484397576518,4238884.738483826
6,0.0017841770656625844,4235620.888598835
7,0.0010128248414758012,4233894.188029204
8,0.0006047502143260441,4232829.454577491
9,0.0003531196108716994,4232253.539018998
10,0.000217012325720356,4231872.370405751
11,0.00012692997880558998,4231626.664786949
12,6.886187450017012e-05,4231455.321466169
13,2.8367962022546322e-05,4231347.197213281
14,2.8147393276167776e-06,4231341.408411793
15,1.4466602002993767e-06,4231339.375585164
16,9.662381841302192e-07,4231338.351944083
17,7.243190236483343e-07,4231337.6350167785
18,5.548861481408096e-07,4231337.0996521525
19,4.283623464829134e-07,4231336.711544398
20,3.3664005849587397e-07,4231336.418589128
21,2.6740534875280275e-07,4231336.189038789
22,2.1315525433607263e-07,4231336.000672238
23,1.686382076204751e-07,4231335.874236494
24,1.387573933531172e-07,4231335.797768089
25,1.2068546095811428e-07,4231335.737584311
26,1.0646210713005644e-07,4231335.690000265
27,9.521647381660614e-08,4231335.649586408
28,8.566538545196067e-08,4231335.613871139
29,7.722472372684308e-08,4231335.580916406
30,6.943646524426583e-08,4231335.552168937
31,6.264251828369538e-08,4231335.52642681
32,5.655882917565691e-08,4231335.503296788
33,5.1092464481428124e-08,4231335.482429392
34,4.6160830713404266e-08,4231335.463600353
35,4.171092604643434e-08,4231335.446595539
36,3.769214407256527e-08,4231335.431299369
37,3.4077169308588395e-08,4231335.417362945
38,3.078354615659862e-08,4231335.404858755
39,2.7828405801955114e-08,4231335.39352976
40,2.5151001503687098e-08,4231335.383416431
41,2.276089805519632e-08,4231335.37427323
42,2.060006698556549e-08,4231335.3659871025
43,1.8641789667483977e-08,4231335.358345914
44,1.683593220391799e-08,4231335.351332772
45,1.5178502232870983e-08,4231335.34499586
46,1.3680887089861926e-08,4231335.339283742
47,1.2330930720949596e-08,4231335.334160725
48,1.1120197651592889e-08,4231335.329625272
49,1.004832506090736e-08,4231335.325568515
50,9.089583530297318e-09,4231335.321933506
